ph,dissolved_oxygen,turbidity,conductivity,bod,nitrates,total_coliform,latitude,longitude,wqi
5.736,5.789,5.687,674.925,0.637,8.566,0.419,32.0,88.916,66.62
6.76,6.621,12.662,303.441,3.958,15.134,0.804,16.699,89.898,62.33
9.362,1.405,6.595,1481.295,7.148,12.141,3.666,8.362,74.409,33.29
6.162,4.374,0.326,863.668,4.823,13.804,2.157,30.772,82.529,58.09
7.955,1.438,16.243,1046.783,6.651,5.718,2.23,33.429,78.156,40.28
6.463,12.429,12.826,521.857,10.581,9.681,1.543,25.7,90.385,57.31
8.481,4.164,11.193,187.371,10.994,0.983,3.037,14.249,86.052,52.21
5.589,8.245,24.178,1465.013,3.559,16.369,0.926,14.797,81.804,44.83
9.364,1.507,14.323,465.076,5.815,19.799,3.135,20.598,90.602,36.4
7.042,9.669,21.599,664.522,6.815,8.197,0.869,32.241,74.82,58.52
6.062,5.199,3.572,992.303,11.415,0.318,0.319,12.039,89.855,56.2
5.331,12.673,14.273,85.811,11.984,3.479,1.652,30.301,93.096,59.3
5.764,12.546,21.713,1224.876,3.207,13.085,1.156,15.865,93.48,50.08
7.339,5.229,14.619,828.038,8.86,12.28,4.445,29.832,90.727,46.0
6.517,12.712,17.979,453.415,4.847,15.779,0.275,32.847,79.832,64.4
8.73,13.95,9.364,139.332,0.593,5.152,0.883,19.542,96.472,80.24
6.939,11.73,2.402,285.623,0.606,15.296,2.744,17.856,79.008,82.29
6.119,11.983,11.502,1347.799,5.797,13.791,2.405,29.66,86.52,52.24
7.777,4.237,9.923,1044.735,6.116,6.524,0.229,22.296,72.671,56.24
8.18,8.497,21.69,412.357,0.76,10.955,0.036,26.48,96.433,68.06
5.752,1.874,6.175,145.121,8.4,3.031,4.94,24.816,88.416,44.37
5.754,2.234,24.172,1051.392,3.881,9.106,3.294,12.128,89.848,36.39
5.165,13.986,23.958,879.991,6.939,17.636,1.827,30.809,69.908,40.18
8.314,5.246,6.266,636.553,3.961,8.482,2.352,13.286,90.139,63.25
7.987,10.726,8.766,577.237,2.422,16.807,1.333,33.172,90.467,69.12
7.136,11.487,22.399,364.381,5.182,11.846,1.724,14.765,87.481,60.88
8.799,12.154,24.169,1020.936,3.171,3.918,3.245,27.815,76.465,57.32
8.626,13.969,11.142,1457.469,6.65,11.664,4.414,15.686,82.201,50.81
7.634,4.139,8.093,304.787,2.787,10.169,0.921,16.58,71.203,63.8
8.907,1.525,13.2,915.819,6.347,8.033,4.202,16.37,81.676,35.81
5.926,6.345,17.225,665.068,2.31,2.481,0.608,28.193,75.071,60.44
5.504,2.691,6.91,697.699,8.216,8.393,1.075,23.034,78.124,44.52
6.214,1.292,18.438,418.514,9.17,1.548,0.186,31.84,72.715,43.82
5.257,5.686,1.386,1246.446,1.77,2.066,0.704,16.299,74.672,64.12
7.39,11.189,1.327,753.621,5.88,8.377,4.587,26.684,70.22,70.44
9.215,8.36,9.719,837.938,1.315,6.177,2.297,28.33,94.677,65.18
5.177,5.066,8.901,491.903,7.379,18.518,0.388,12.09,83.382,46.37
5.549,9.506,7.959,313.622,3.541,7.577,4.799,18.816,79.506,65.68
7.035,4.016,12.326,174.57,6.568,15.181,4.395,21.036,83.516,48.33
9.202,1.187,8.086,1085.473,6.451,10.652,3.773,17.604,86.221,36.69
6.423,10.937,4.887,334.54,11.13,14.111,4.667,16.697,94.734,60.77
7.283,9.109,7.806,1050.609,6.814,5.276,1.101,26.533,73.182,68.31
5.187,10.91,24.375,616.046,7.204,18.844,4.182,13.828,76.571,37.73
5.668,1.506,10.337,652.873,5.119,10.649,3.45,27.154,96.298,39.41
9.44,11.883,11.173,730.307,11.414,16.643,4.349,33.246,78.765,43.09
9.343,9.054,14.456,583.177,9.438,7.364,3.985,23.26,68.654,50.96
5.022,8.324,24.585,195.899,3.782,2.094,1.732,24.509,72.282,56.39
9.283,9.12,6.116,498.966,10.208,13.507,3.872,9.861,68.764,55.92
7.876,12.238,17.064,1012.415,5.473,0.254,1.312,31.341,96.708,65.55
8.906,8.63,17.928,1015.387,10.03,9.558,1.643,15.707,76.087,48.3
7.046,8.552,15.222,465.025,9.963,3.937,0.54,24.606,94.783,62.97
7.32,13.879,2.306,717.149,2.672,12.585,4.675,34.436,96.881,74.57
7.2,10.837,16.954,330.498,8.563,19.59,1.455,24.079,85.395,55.38
8.001,6.75,1.696,355.04,3.842,9.342,2.603,27.567,68.963,72.1
5.628,10.196,14.944,83.418,3.921,16.368,1.957,20.024,70.366,60.69
5.135,6.06,18.516,1350.282,3.908,10.205,4.8,9.63,81.966,36.09
6.386,3.975,5.353,355.525,8.844,9.967,1.675,29.535,79.779,54.43
8.171,8.759,21.056,379.924,3.143,18.615,3.893,8.945,85.579,56.05
5.908,13.066,0.856,455.422,0.51,17.81,4.277,26.918,80.727,73.52
8.03,13.079,21.111,234.742,8.725,15.737,2.178,8.619,95.088,53.34
9.365,5.445,11.562,976.931,2.469,5.995,1.891,31.282,83.507,56.22
5.423,7.86,5.518,158.957,1.702,10.946,3.739,12.256,88.118,69.09
8.027,3.751,3.431,244.594,3.231,4.556,4.564,21.885,93.998,66.76
6.997,13.943,23.837,984.897,4.869,8.934,3.775,24.123,72.259,50.51
8.907,13.755,1.909,542.508,5.973,9.736,1.136,20.354,74.662,72.26
5.797,9.444,5.057,1076.524,1.013,16.65,4.442,17.201,71.112,65.44
8.117,11.457,8.761,858.266,11.662,17.931,1.938,20.631,72.05,56.92
8.772,10.296,15.544,421.231,8.735,8.351,2.881,16.408,82.865,55.39
9.251,8.711,13.666,993.701,4.217,0.452,4.157,19.829,77.314,56.74
8.075,1.694,3.229,218.597,4.165,17.249,0.942,17.691,80.272,55.52
7.237,6.912,7.314,827.795,5.658,3.568,3.923,23.288,96.492,62.77
7.78,9.772,6.045,683.865,7.702,12.475,2.981,14.424,72.544,63.8
8.91,9.808,5.417,438.417,2.183,0.597,4.467,34.694,83.684,74.45
7.568,5.851,10.337,925.807,2.673,8.05,0.86,21.523,70.867,65.12
5.137,13.242,17.63,1313.434,10.383,19.721,2.103,13.242,77.236,36.86
9.189,3.176,5.515,1498.412,3.447,2.104,4.164,20.881,83.298,49.71
8.103,7.505,9.23,931.256,4.872,8.531,0.096,31.393,95.452,64.47
8.044,9.981,9.834,636.824,10.52,6.212,0.561,8.589,79.346,66.67
5.971,10.063,24.414,376.55,8.126,18.111,4.953,26.348,69.882,43.2
7.965,9.432,23.871,422.789,4.43,17.4,1.402,22.795,79.257,62.33
6.772,4.579,20.023,745.21,8.363,4.83,4.878,12.578,72.226,41.2
7.931,3.031,6.117,582.553,0.726,1.716,0.913,30.072,74.67,70.92
5.48,9.267,1.794,1375.031,8.96,12.58,1.805,17.96,85.925,53.95
7.96,8.791,7.991,584.028,6.101,6.794,3.764,15.933,69.955,67.16
9.497,3.332,6.743,591.495,9.852,13.474,3.289,30.359,81.477,40.7
5.217,10.167,12.698,606.125,11.478,0.739,2.906,25.24,85.674,53.66
9.397,6.917,19.465,1263.099,11.147,2.755,2.649,32.253,80.234,40.93
6.831,9.681,21.472,993.643,10.957,13.759,4.217,25.007,68.555,42.11
8.918,11.886,21.137,940.545,6.39,4.326,1.175,28.002,96.58,53.07
8.521,3.206,9.056,534.507,4.642,17.166,2.212,30.584,78.646,50.83
7.552,1.249,17.212,1235.961,5.848,1.266,0.777,9.478,90.579,44.68
8.323,11.128,7.89,105.628,8.434,4.388,2.98,28.953,77.444,67.46
8.953,8.926,1.617,1312.656,10.666,19.971,1.253,24.57,81.775,56.06
6.819,10.095,17.569,793.487,2.88,8.718,1.669,9.877,79.265,63.45
6.472,11.896,0.345,627.463,11.059,14.089,2.356,21.732,77.934,66.66
8.004,11.437,10.289,770.893,9.875,3.735,0.134,10.226,68.634,64.87
8.635,13.492,8.302,1017.753,11.757,12.236,0.46,27.871,78.441,58.82
8.43,7.967,17.365,68.51,10.623,14.55,3.43,22.756,93.795,52.25
8.59,7.35,19.18,1313.75,3.719,6.358,2.145,33.746,88.021,50.63
6.96,6.225,7.672,697.772,1.718,16.595,4.324,12.945,72.217,61.96
8.68,2.998,20.31,547.301,1.791,12.108,3.473,24.363,85.143,43.66
5.541,8.444,7.419,250.456,3.849,7.844,0.041,13.713,93.875,72.36
7.45,4.601,11.214,687.225,7.563,11.197,3.084,24.58,88.301,49.69
5.026,12.977,18.203,769.668,9.75,11.578,0.469,27.512,72.312,44.93
6.461,8.581,17.354,635.288,10.841,3.394,3.905,27.502,93.167,50.9
6.649,8.707,24.685,1034.057,7.673,8.114,4.958,30.007,76.745,42.26
6.783,5.614,5.707,660.3,0.565,6.934,2.656,31.046,81.168,72.82
8.13,1.676,16.592,1444.055,2.643,8.078,3.414,10.086,83.258,42.87
6.749,1.413,15.281,918.952,1.647,15.246,1.187,17.268,92.665,46.6
7.019,6.503,22.886,1220.843,4.678,9.703,2.188,26.552,95.017,46.84
6.069,2.099,3.993,208.566,6.266,18.812,4.28,21.462,94.96,47.51
6.68,8.889,18.82,626.072,0.999,5.944,0.837,13.148,68.231,68.5
6.023,12.453,14.25,538.429,4.507,8.373,1.328,22.923,94.735,64.36
5.329,12.478,6.939,875.749,2.561,15.76,2.227,19.001,69.577,60.32
7.716,9.568,11.913,1298.615,7.941,10.966,3.561,18.531,75.707,53.77
8.007,3.746,8.411,163.59,5.839,10.986,1.879,29.863,82.935,59.53
7.788,12.219,14.525,155.233,6.196,1.161,4.639,19.005,81.918,69.05
7.086,12.519,22.236,1282.961,5.418,8.032,0.472,8.714,85.537,56.69
6.709,3.556,14.276,358.633,11.494,5.488,1.854,9.568,81.904,46.82
8.885,10.587,15.83,1019.692,2.969,19.987,3.545,31.119,95.097,53.52
7.336,4.725,13.017,837.173,6.442,6.236,1.13,33.936,74.976,55.84
7.156,11.434,1.374,1257.696,8.964,17.701,3.282,26.587,75.947,58.64
5.115,13.964,5.898,231.379,6.904,13.557,0.821,17.838,94.701,63.82
6.536,1.39,12.351,238.185,11.184,6.884,0.28,33.342,70.225,42.73
6.711,12.666,7.825,857.387,4.847,10.916,0.605,25.896,85.677,67.28
6.795,9.094,4.626,1422.249,5.832,16.827,4.65,30.797,87.77,56.95
7.611,13.654,12.653,651.747,1.518,17.679,2.759,28.678,82.661,65.52
7.401,7.045,8.138,524.066,7.503,3.292,3.982,18.237,88.133,61.42
7.736,12.016,6.527,929.7,3.814,6.858,1.663,20.925,73.01,74.95
8.442,1.811,11.653,1399.15,2.344,6.771,2.963,13.026,92.726,46.66
8.658,5.359,3.419,1263.545,6.762,0.937,2.475,15.884,72.061,58.97
8.232,1.871,23.201,1493.451,6.622,12.005,4.729,29.009,79.624,28.89
9.3,13.679,21.706,82.724,1.373,17.111,3.738,32.137,70.182,58.1
5.082,11.621,17.72,213.644,8.529,7.693,3.653,27.56,83.811,48.91
5.881,12.083,2.745,933.728,7.673,14.827,0.232,20.56,87.423,61.46
5.034,13.194,19.419,1239.836,2.674,12.591,2.748,10.336,95.295,43.74
7.914,2.106,20.218,463.604,5.899,7.575,2.335,9.538,89.441,41.73
9.041,6.013,19.217,396.856,8.784,2.907,4.639,18.107,83.692,43.77
6.096,1.923,2.938,1191.115,6.589,14.216,1.287,20.523,95.046,44.56
9.172,3.74,16.133,131.754,5.048,17.106,1.349,24.446,81.875,46.43
5.271,3.982,20.875,585.605,4.207,13.749,2.057,8.175,84.275,36.91
9.205,7.098,14.476,783.423,7.52,0.456,1.217,34.723,85.287,55.01
6.582,4.491,16.196,862.506,11.3,4.403,0.646,17.826,79.889,48.87
5.456,2.313,11.513,1106.492,8.225,1.483,4.287,30.899,92.316,35.49
7.186,3.177,13.265,564.526,1.36,11.451,2.791,22.444,73.37,58.89
6.155,2.915,0.956,938.392,5.798,15.154,4.307,11.522,84.09,45.87
6.282,13.65,16.01,898.794,10.744,2.301,4.156,29.534,88.945,53.84
6.383,10.871,2.128,844.043,1.586,16.783,1.41,27.165,94.215,73.73
8.614,13.581,10.932,978.701,11.872,11.155,2.739,22.241,93.634,54.73
7.426,6.717,7.387,426.201,11.414,13.83,0.416,21.893,82.753,63.22
6.401,4.619,13.681,172.741,1.4,19.431,4.576,10.362,86.652,54.51
7.747,11.378,3.422,222.944,11.234,1.765,2.021,25.708,79.433,74.64
8.223,5.241,17.322,375.644,4.676,18.034,1.968,32.604,81.577,51.14
6.227,4.892,19.896,775.287,10.214,2.609,1.514,10.518,94.282,44.66
6.861,4.023,4.168,1268.642,5.311,7.92,2.303,15.115,94.99,54.17
5.548,2.686,2.697,1066.875,5.57,17.044,1.259,32.362,93.967,45.97
5.815,4.334,3.723,1194.109,7.794,18.134,1.874,15.677,72.013,44.35
8.065,5.619,21.94,558.915,9.406,10.177,4.0,25.656,92.652,41.0
5.816,9.762,13.252,636.748,0.889,11.923,4.171,22.44,95.503,65.08
7.363,1.813,11.735,620.839,7.321,14.192,1.521,24.101,78.476,44.98
8.191,3.737,2.757,328.216,2.647,16.672,2.345,19.226,83.041,65.35
5.481,11.517,16.274,138.764,4.478,2.518,4.369,16.1,90.594,61.28
7.553,2.91,21.713,906.828,4.502,16.22,0.263,9.31,84.3,44.05
6.155,5.454,20.722,1484.364,5.894,9.677,4.446,28.096,96.811,34.88
9.333,12.241,15.689,291.903,4.343,9.067,1.096,28.145,81.216,62.36
7.176,3.014,1.974,117.693,1.735,8.536,3.393,26.11,88.704,69.26
8.627,2.076,2.899,1180.321,2.175,10.233,2.913,25.378,90.985,51.21
7.476,7.299,1.328,416.25,0.885,18.907,2.765,14.58,82.329,77.75
5.195,4.931,6.511,1252.984,5.908,11.009,4.297,8.603,92.853,40.37
7.849,8.324,3.478,1070.708,11.476,19.068,0.508,29.835,83.838,62.58
9.281,11.449,6.575,1421.227,1.83,3.688,1.735,21.261,79.938,70.23
7.707,2.783,9.688,642.944,11.382,14.51,2.691,16.285,71.127,43.53
8.686,8.549,23.58,1009.856,8.934,16.264,4.056,10.752,79.409,41.16
8.979,7.572,15.298,724.039,7.831,13.615,1.082,9.693,89.284,48.81
6.026,2.873,20.891,964.354,7.921,12.178,4.015,17.419,94.717,26.16
5.954,9.112,17.788,701.918,10.007,11.34,1.998,29.728,75.299,50.54
7.749,4.557,2.901,323.517,1.73,17.233,0.945,32.806,78.302,70.14
6.85,7.342,18.424,786.451,6.305,16.451,3.795,32.212,72.465,47.02
8.779,2.07,6.95,816.447,8.517,2.534,0.454,32.84,88.031,47.39
9.05,6.975,16.014,1225.376,7.248,16.987,2.574,32.509,95.845,38.88
6.59,4.984,8.59,1116.505,10.077,8.34,0.319,22.235,86.588,51.66
6.066,11.691,24.942,1012.498,1.331,5.149,1.782,13.924,85.895,59.34
8.512,1.741,6.662,214.411,8.443,17.408,3.005,29.547,84.051,41.08
6.237,6.442,7.05,1094.894,6.641,8.697,2.781,13.77,70.565,54.01
8.702,6.96,23.274,775.442,4.86,16.186,2.023,15.215,89.156,43.87
6.907,10.425,0.714,1346.444,4.413,5.342,2.145,14.298,85.459,71.22
8.004,8.466,17.448,1383.813,7.64,0.178,1.134,21.905,87.183,58.2
5.43,9.674,18.161,129.977,10.746,9.96,2.279,16.689,94.066,49.53
7.807,11.102,20.926,1239.93,6.206,2.095,4.766,12.162,90.735,49.67
7.033,12.209,24.364,104.661,9.984,15.112,4.252,20.236,90.647,51.95
7.64,5.08,24.392,582.396,5.125,5.594,0.726,31.595,94.888,53.95
5.756,7.994,1.725,836.335,1.678,8.929,0.149,23.405,96.708,73.1
8.316,11.921,20.564,264.746,1.207,1.832,4.668,31.715,84.857,67.49
8.883,13.863,16.193,1132.155,1.09,5.805,2.634,13.289,71.158,63.22
5.975,12.564,16.219,62.114,4.872,15.652,2.689,12.508,81.315,57.97
5.431,5.829,3.296,294.469,4.378,3.117,3.904,23.541,90.84,64.51
5.106,3.537,16.29,892.155,8.756,12.978,1.573,20.51,68.804,29.01
7.889,7.362,24.564,1085.862,9.042,18.357,2.41,25.825,69.65,41.88
7.732,10.641,22.804,1379.132,1.085,13.629,4.843,29.455,69.948,56.53
7.46,7.403,11.034,1072.97,3.043,16.239,3.361,28.285,89.2,59.48
6.044,7.281,1.095,1024.08,3.654,2.269,0.769,33.441,82.534,69.38
6.759,11.897,9.121,621.795,6.798,5.09,0.666,18.753,78.698,70.25
7.675,5.698,20.677,51.862,2.162,17.901,1.021,13.572,71.063,59.34
7.235,12.177,17.567,224.231,2.04,14.331,3.834,22.875,89.235,66.23
9.445,6.288,11.538,825.104,11.354,12.827,1.477,10.99,77.31,46.05
5.614,5.267,1.472,1028.938,9.748,13.309,0.107,15.799,75.694,50.81
8.128,6.902,10.73,655.3,2.578,8.343,4.721,13.613,86.917,60.08
6.819,10.912,11.779,1109.485,5.176,0.987,0.849,18.707,84.211,70.22
6.927,2.638,23.221,806.7,4.59,15.71,0.048,11.003,78.51,40.8
8.229,3.553,16.063,157.555,9.597,13.606,1.186,8.86,86.603,45.29
8.116,13.369,7.86,328.424,6.367,9.509,1.175,25.733,75.865,71.04
9.461,3.281,13.18,1267.997,1.97,18.005,2.11,24.477,91.05,42.15
5.578,8.38,1.745,1101.123,8.998,6.79,4.602,27.126,74.65,57.09
5.468,8.531,24.317,1347.405,5.064,5.957,4.396,25.83,72.606,39.87
8.26,7.365,9.065,220.458,3.524,17.469,2.284,11.086,90.691,67.02
7.603,9.382,11.999,1485.823,4.818,15.96,2.054,15.859,88.529,61.67
6.234,3.988,8.947,353.64,6.224,10.348,2.775,11.497,73.297,51.38
5.357,8.185,17.095,67.081,4.446,2.702,1.217,30.76,71.371,63.29
5.385,5.838,16.59,1496.263,3.282,4.38,0.261,28.166,92.314,51.14
9.024,9.602,17.912,457.557,5.083,13.159,4.696,13.441,90.521,50.5
5.863,2.836,6.777,1018.628,0.72,7.762,0.933,17.215,77.49,59.74
6.455,8.421,7.96,306.189,9.384,16.746,0.992,34.099,87.088,57.93
6.02,3.409,3.219,891.331,2.466,19.004,2.362,24.042,71.601,52.06
6.597,4.622,16.422,1360.851,1.005,16.132,2.458,29.631,82.704,47.99
5.312,3.843,1.091,514.263,8.018,7.613,0.092,15.144,68.543,56.44
7.336,3.377,14.982,1021.868,9.4,15.795,0.74,13.671,79.356,41.36
5.304,11.734,21.755,322.46,9.859,7.094,1.891,29.166,70.17,48.12
8.602,4.714,22.282,955.953,6.175,3.425,3.419,26.519,81.779,43.25
6.052,13.053,11.281,537.853,2.862,0.765,1.142,26.386,80.229,72.15
7.43,13.609,11.537,356.252,8.978,7.776,2.115,22.921,80.887,64.39
8.96,8.426,2.017,504.114,8.547,18.081,2.787,23.217,69.315,58.3
7.929,2.859,16.802,309.32,3.332,4.856,4.443,27.864,78.487,54.6
7.398,5.869,20.549,1357.778,10.889,4.21,1.63,15.29,89.938,45.85
6.46,11.371,6.192,625.921,1.7,19.399,0.668,17.525,78.699,76.08
6.499,5.776,10.59,405.655,11.801,0.598,2.446,31.534,88.74,57.94
8.013,2.131,20.987,700.191,10.393,15.737,3.734,16.339,78.715,29.64
9.474,8.238,21.94,514.777,8.411,6.495,0.549,22.75,80.274,47.77
7.978,11.987,6.155,1129.408,11.296,0.846,2.123,26.971,84.353,64.33
7.51,11.347,13.809,1458.269,8.807,18.364,0.089,34.998,95.57,54.64
8.288,3.277,4.893,685.149,2.69,2.879,0.168,19.753,71.157,73.2
7.093,9.746,2.637,1298.498,5.585,11.08,2.415,19.559,68.954,68.62
5.271,3.867,22.787,870.501,1.322,5.554,1.491,30.75,85.631,45.8
7.53,3.837,20.531,277.992,4.981,1.397,4.226,29.749,95.524,52.19
9.309,12.363,19.025,1051.403,9.028,1.093,3.011,27.739,96.702,50.15
5.789,4.246,1.314,794.48,4.944,2.4,2.27,20.507,82.041,61.12
8.105,4.422,21.109,993.379,4.298,1.52,2.04,16.746,81.574,52.53
5.904,1.008,11.007,1340.047,7.347,15.235,2.486,24.436,86.704,32.28
7.411,12.319,8.626,688.63,10.53,9.763,0.202,31.658,84.113,65.27
5.435,11.304,13.707,1356.708,1.047,6.924,4.464,31.862,86.389,55.45
7.027,9.155,2.375,1138.47,4.933,8.426,4.992,10.929,93.346,65.58
8.403,10.753,18.94,758.477,2.32,18.586,0.907,19.565,89.643,59.61
6.564,2.977,14.603,924.672,8.497,18.224,0.602,20.547,82.409,38.34
7.992,6.958,4.746,522.093,1.716,14.342,0.718,34.396,81.394,72.93
8.58,5.566,4.787,1476.216,8.145,17.705,3.305,26.306,86.548,48.01
9.172,2.219,4.688,1017.659,3.791,6.461,3.307,18.996,81.215,51.77
6.056,7.32,1.519,113.578,2.788,7.684,4.24,8.704,81.276,72.1
6.797,12.97,14.736,523.602,11.268,12.313,3.759,23.265,68.473,57.52
5.686,1.521,21.025,953.806,0.713,12.51,2.248,10.594,73.048,40.15
9.466,4.789,0.536,131.683,5.534,9.686,3.064,30.53,82.167,59.09
9.172,3.698,1.32,84.632,0.749,8.073,3.441,28.318,91.857,64.19
7.43,4.096,14.362,702.535,6.061,19.725,2.564,20.434,76.083,47.88
8.789,12.81,20.505,532.401,6.262,16.44,2.378,19.589,83.157,49.63
7.344,7.085,8.236,685.533,4.199,8.756,3.225,32.228,78.004,66.64
7.806,7.062,8.805,430.905,2.02,14.573,2.787,15.788,71.039,68.98
5.401,10.887,14.949,288.841,4.828,5.464,3.22,14.724,95.791,59.76
8.399,3.008,6.928,1049.258,8.231,2.093,3.064,33.358,92.786,47.86
5.575,7.334,0.763,796.128,9.498,7.113,3.596,29.85,70.276,54.27
8.717,6.59,18.407,340.224,6.604,8.119,3.214,30.157,88.874,50.96
8.519,8.76,15.679,513.405,7.283,0.429,2.599,13.27,78.08,60.08
8.189,13.994,14.561,908.121,2.807,16.314,3.409,11.869,96.851,60.54
5.163,11.003,18.568,154.733,3.804,7.248,2.247,8.703,76.77,60.4
6.364,6.172,16.913,263.807,2.362,11.65,1.208,14.4,74.923,58.48
6.184,11.758,5.226,156.206,3.367,1.572,0.007,28.903,84.469,81.09
6.621,3.219,8.877,1227.86,3.086,3.582,2.8,14.481,92.219,53.41
5.394,1.396,3.24,1140.993,6.474,17.805,2.953,27.686,73.583,34.94
9.216,3.658,3.333,1142.304,6.971,12.213,4.86,14.802,88.573,42.97
7.492,5.425,16.937,1088.672,11.367,19.011,1.807,18.673,69.781,42.45
6.375,7.638,21.479,1020.609,2.749,19.975,1.971,34.545,94.649,49.15
6.786,8.997,24.072,741.638,7.879,7.5,1.009,14.61,70.351,52.41
7.012,12.838,15.746,981.303,9.898,6.046,0.353,18.162,94.513,60.6
7.703,7.628,4.684,105.624,6.943,17.181,3.864,16.129,82.233,64.56
7.321,7.517,2.731,951.123,3.433,19.972,1.248,10.96,80.995,70.64
9.137,1.653,20.34,1177.923,3.519,12.63,3.045,21.227,96.226,34.62
7.236,1.454,14.511,775.52,0.951,15.923,3.439,18.225,96.721,48.36
9.465,8.165,15.495,568.394,4.013,15.657,2.356,26.762,86.855,54.87
8.831,6.696,19.558,452.269,9.063,7.171,4.382,30.075,71.686,46.42
5.938,11.909,17.612,982.063,1.046,11.528,2.219,22.695,82.679,61.49
9.188,3.089,20.878,1054.562,3.022,16.678,1.425,8.869,83.346,36.63
5.524,1.325,1.5,1312.903,8.622,13.793,4.48,24.711,82.919,33.18
8.679,6.838,18.713,546.384,9.5,0.521,4.308,9.496,84.515,46.31
6.713,4.087,21.286,1166.17,5.736,6.8,0.82,24.642,68.543,41.88
8.951,1.645,7.225,863.966,8.528,2.975,0.13,26.496,88.626,44.85
8.906,10.42,16.047,1330.113,4.961,4.736,0.45,13.34,88.659,61.5
8.627,2.451,7.923,815.328,2.339,18.119,1.433,30.122,71.349,50.32
8.555,8.908,23.953,800.563,5.079,0.834,4.861,32.599,84.537,52.69
6.371,4.654,0.932,887.922,7.17,4.474,2.793,29.953,84.482,55.63
5.364,3.255,14.537,1136.507,11.403,6.26,1.866,16.238,87.791,34.95
6.813,5.937,4.246,1448.801,1.291,12.376,4.444,23.839,70.477,61.22
5.781,11.419,17.834,156.667,6.335,10.729,2.266,32.7,86.169,58.01
8.127,6.097,4.48,127.48,4.283,4.444,1.576,16.658,76.142,74.33
6.557,10.76,5.961,1409.448,6.346,3.368,4.706,30.141,82.703,58.76
9.39,2.631,12.41,818.32,0.776,4.812,4.248,8.256,90.426,47.85
7.884,11.046,22.879,941.609,4.1,10.1,4.218,8.098,88.464,56.86
8.701,4.08,5.372,749.514,9.928,5.496,2.561,28.512,71.448,50.39
5.596,9.806,3.692,185.803,6.87,18.957,3.947,28.559,85.144,62.29
8.879,8.355,18.999,1163.73,5.682,9.331,0.897,29.302,96.104,50.84
9.152,13.079,12.565,1133.476,3.784,1.27,2.866,33.111,72.546,60.01
7.192,6.035,22.803,501.97,3.927,14.612,4.919,11.183,92.734,48.02
7.728,1.86,3.751,494.047,4.906,6.644,1.455,14.264,88.374,59.26
8.442,1.249,16.184,1264.87,10.109,13.104,3.972,32.401,90.446,25.79
5.787,11.749,5.899,154.918,11.623,5.664,2.452,12.785,76.177,64.97
7.262,7.822,4.003,1327.602,5.545,11.458,0.199,26.42,76.349,67.5
6.794,11.078,17.117,422.159,5.024,15.466,3.815,22.323,94.275,55.44
5.659,4.048,14.883,909.828,10.235,18.567,0.843,10.246,78.435,35.45
6.654,5.486,18.895,1407.192,5.409,5.296,3.157,15.702,69.827,44.16
5.307,1.391,7.806,1033.278,6.848,6.764,0.428,22.05,85.417,39.07
5.116,13.499,11.254,650.923,3.156,9.339,4.734,31.013,71.62,57.57
5.608,9.682,10.196,1049.825,9.05,18.551,1.459,27.104,91.101,48.42
9.334,13.132,24.604,548.77,6.618,18.038,1.132,24.791,86.611,49.42
7.473,4.451,7.377,452.025,9.804,1.889,0.646,21.393,93.367,64.42
9.346,8.949,7.441,1495.191,9.478,2.725,4.73,16.064,90.76,53.24
6.946,9.82,8.928,1138.646,2.973,9.961,3.56,11.22,71.251,65.43
6.403,5.128,14.158,984.844,8.73,2.222,3.708,19.045,79.051,43.28
7.278,12.025,6.383,565.17,9.701,6.977,2.497,8.77,90.462,67.87
6.978,13.313,22.891,121.283,4.48,3.053,2.374,13.699,80.103,65.74
5.475,12.503,6.716,95.032,2.485,12.757,0.55,19.677,96.199,71.8
7.884,10.608,22.406,853.563,0.53,18.995,2.799,19.302,89.336,59.02
5.972,4.607,2.677,1154.947,5.685,19.935,1.235,9.196,68.449,50.48
7.788,4.661,16.448,829.2,4.553,7.567,4.886,23.905,93.52,49.01
7.926,13.524,22.684,1269.138,6.881,12.02,3.983,22.841,70.923,47.42
5.684,1.134,4.302,98.468,2.662,17.14,2.065,10.109,72.075,53.11
5.276,10.309,24.211,581.791,10.386,2.437,0.757,33.465,89.3,51.05
8.513,10.181,11.377,393.752,3.464,13.822,3.927,10.683,93.084,62.71
7.069,9.095,23.648,698.546,3.104,8.236,0.61,31.081,83.554,64.86
5.262,13.871,16.953,154.946,6.028,4.202,0.947,8.008,76.382,58.95
9.477,5.054,7.61,1433.491,6.237,8.115,1.058,31.822,78.188,45.75
5.26,5.42,4.789,373.72,2.973,1.612,2.784,8.532,77.944,62.78
8.128,2.026,7.663,1387.346,3.626,13.939,3.935,28.461,77.474,46.43
9.427,6.756,2.416,667.545,2.452,5.13,1.572,17.766,75.044,68.19
6.076,4.394,3.682,1479.01,8.762,6.297,0.423,27.932,85.657,52.26
5.64,5.464,2.706,853.385,9.356,2.51,2.323,18.847,94.112,54.67
5.546,11.849,10.631,1399.708,5.817,17.307,3.741,9.915,76.905,47.32
6.365,13.161,19.91,57.756,8.712,9.92,1.108,28.723,73.414,58.56
5.455,3.415,3.62,1134.946,8.963,11.486,1.1,9.924,92.319,43.04
8.115,5.843,3.345,1359.423,2.09,11.432,4.736,32.897,89.512,59.08
5.28,13.072,16.121,252.595,11.611,8.269,4.771,9.376,94.994,51.36
